label,n_true,phi_true,throttle,steer_amp,seed,ok,wall_s,csv
lhs0217_n1103_phi361,1.103,36.08,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0217_n1103_phi361_thr40_amp40_seed0.csv
lhs0217_n1103_phi361,1.103,36.08,0.40,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0217_n1103_phi361_thr40_amp70_seed0.csv
lhs0217_n1103_phi361,1.103,36.08,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0217_n1103_phi361_thr60_amp40_seed0.csv
lhs0217_n1103_phi361,1.103,36.08,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0217_n1103_phi361_thr60_amp70_seed0.csv
lhs0218_n1104_phi141,1.104,14.08,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0218_n1104_phi141_thr40_amp40_seed0.csv
lhs0218_n1104_phi141,1.104,14.08,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0218_n1104_phi141_thr40_amp70_seed0.csv
lhs0218_n1104_phi141,1.104,14.08,0.60,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0218_n1104_phi141_thr60_amp40_seed0.csv
lhs0218_n1104_phi141,1.104,14.08,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0218_n1104_phi141_thr60_amp70_seed0.csv
lhs0219_n1109_phi291,1.109,29.12,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0219_n1109_phi291_thr40_amp40_seed0.csv
lhs0219_n1109_phi291,1.109,29.12,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0219_n1109_phi291_thr40_amp70_seed0.csv
lhs0219_n1109_phi291,1.109,29.12,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0219_n1109_phi291_thr60_amp40_seed0.csv
lhs0219_n1109_phi291,1.109,29.12,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0219_n1109_phi291_thr60_amp70_seed0.csv
lhs0220_n1113_phi322,1.113,32.19,0.40,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0220_n1113_phi322_thr40_amp40_seed0.csv
lhs0220_n1113_phi322,1.113,32.19,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0220_n1113_phi322_thr40_amp70_seed0.csv
lhs0220_n1113_phi322,1.113,32.19,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0220_n1113_phi322_thr60_amp40_seed0.csv
lhs0220_n1113_phi322,1.113,32.19,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0220_n1113_phi322_thr60_amp70_seed0.csv
lhs0221_n1114_phi117,1.114,11.68,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0221_n1114_phi117_thr40_amp40_seed0.csv
lhs0221_n1114_phi117,1.114,11.68,0.60,0.70,0,0,17.5,data/terrain_traces_lhs/lhs0221_n1114_phi117_thr60_amp70_seed0.csv
lhs0221_n1114_phi117,1.114,11.68,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0221_n1114_phi117_thr40_amp70_seed0.csv
lhs0221_n1114_phi117,1.114,11.68,0.60,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0221_n1114_phi117_thr60_amp40_seed0.csv
lhs0222_n1118_phi307,1.118,30.69,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0222_n1118_phi307_thr40_amp40_seed0.csv
lhs0222_n1118_phi307,1.118,30.69,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0222_n1118_phi307_thr40_amp70_seed0.csv
lhs0222_n1118_phi307,1.118,30.69,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0222_n1118_phi307_thr60_amp40_seed0.csv
lhs0222_n1118_phi307,1.118,30.69,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0222_n1118_phi307_thr60_amp70_seed0.csv
lhs0223_n1121_phi221,1.121,22.13,0.40,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0223_n1121_phi221_thr40_amp40_seed0.csv
lhs0223_n1121_phi221,1.121,22.13,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0223_n1121_phi221_thr40_amp70_seed0.csv
lhs0223_n1121_phi221,1.121,22.13,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0223_n1121_phi221_thr60_amp40_seed0.csv
lhs0223_n1121_phi221,1.121,22.13,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0223_n1121_phi221_thr60_amp70_seed0.csv
lhs0224_n1124_phi263,1.124,26.26,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0224_n1124_phi263_thr40_amp40_seed0.csv
lhs0224_n1124_phi263,1.124,26.26,0.40,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0224_n1124_phi263_thr40_amp70_seed0.csv
lhs0224_n1124_phi263,1.124,26.26,0.60,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0224_n1124_phi263_thr60_amp40_seed0.csv
lhs0224_n1124_phi263,1.124,26.26,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0224_n1124_phi263_thr60_amp70_seed0.csv
lhs0225_n1125_phi365,1.125,36.51,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0225_n1125_phi365_thr40_amp40_seed0.csv
lhs0225_n1125_phi365,1.125,36.51,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0225_n1125_phi365_thr40_amp70_seed0.csv
lhs0225_n1125_phi365,1.125,36.51,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0225_n1125_phi365_thr60_amp40_seed0.csv
lhs0225_n1125_phi365,1.125,36.51,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0225_n1125_phi365_thr60_amp70_seed0.csv
lhs0226_n1130_phi364,1.130,36.36,0.40,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0226_n1130_phi364_thr40_amp40_seed0.csv
lhs0226_n1130_phi364,1.130,36.36,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0226_n1130_phi364_thr40_amp70_seed0.csv
lhs0226_n1130_phi364,1.130,36.36,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0226_n1130_phi364_thr60_amp40_seed0.csv
lhs0226_n1130_phi364,1.130,36.36,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0226_n1130_phi364_thr60_amp70_seed0.csv
lhs0227_n1133_phi276,1.133,27.55,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0227_n1133_phi276_thr40_amp40_seed0.csv
lhs0227_n1133_phi276,1.133,27.55,0.40,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0227_n1133_phi276_thr40_amp70_seed0.csv
lhs0227_n1133_phi276,1.133,27.55,0.60,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0227_n1133_phi276_thr60_amp40_seed0.csv
lhs0227_n1133_phi276,1.133,27.55,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0227_n1133_phi276_thr60_amp70_seed0.csv
lhs0228_n1136_phi233,1.136,23.30,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0228_n1136_phi233_thr40_amp40_seed0.csv
lhs0228_n1136_phi233,1.136,23.30,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0228_n1136_phi233_thr40_amp70_seed0.csv
lhs0228_n1136_phi233,1.136,23.30,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0228_n1136_phi233_thr60_amp40_seed0.csv
lhs0228_n1136_phi233,1.136,23.30,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0228_n1136_phi233_thr60_amp70_seed0.csv
lhs0229_n1139_phi269,1.139,26.94,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0229_n1139_phi269_thr40_amp40_seed0.csv
lhs0229_n1139_phi269,1.139,26.94,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0229_n1139_phi269_thr40_amp70_seed0.csv
lhs0229_n1139_phi269,1.139,26.94,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0229_n1139_phi269_thr60_amp40_seed0.csv
lhs0229_n1139_phi269,1.139,26.94,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0229_n1139_phi269_thr60_amp70_seed0.csv
lhs0230_n1141_phi328,1.141,32.79,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0230_n1141_phi328_thr40_amp40_seed0.csv
lhs0230_n1141_phi328,1.141,32.79,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0230_n1141_phi328_thr40_amp70_seed0.csv
lhs0230_n1141_phi328,1.141,32.79,0.60,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0230_n1141_phi328_thr60_amp40_seed0.csv
lhs0230_n1141_phi328,1.141,32.79,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0230_n1141_phi328_thr60_amp70_seed0.csv
lhs0231_n1145_phi254,1.145,25.42,0.40,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0231_n1145_phi254_thr40_amp40_seed0.csv
lhs0231_n1145_phi254,1.145,25.42,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0231_n1145_phi254_thr40_amp70_seed0.csv
lhs0231_n1145_phi254,1.145,25.42,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0231_n1145_phi254_thr60_amp40_seed0.csv
lhs0231_n1145_phi254,1.145,25.42,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0231_n1145_phi254_thr60_amp70_seed0.csv
lhs0232_n1149_phi105,1.149,10.47,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0232_n1149_phi105_thr40_amp40_seed0.csv
lhs0232_n1149_phi105,1.149,10.47,0.40,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0232_n1149_phi105_thr40_amp70_seed0.csv
lhs0232_n1149_phi105,1.149,10.47,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0232_n1149_phi105_thr60_amp40_seed0.csv
lhs0232_n1149_phi105,1.149,10.47,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0232_n1149_phi105_thr60_amp70_seed0.csv
lhs0233_n1152_phi302,1.152,30.19,0.40,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0233_n1152_phi302_thr40_amp40_seed0.csv
lhs0233_n1152_phi302,1.152,30.19,0.40,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0233_n1152_phi302_thr40_amp70_seed0.csv
lhs0233_n1152_phi302,1.152,30.19,0.60,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0233_n1152_phi302_thr60_amp40_seed0.csv
lhs0233_n1152_phi302,1.152,30.19,0.60,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0233_n1152_phi302_thr60_amp70_seed0.csv
lhs0234_n1152_phi247,1.152,24.66,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0234_n1152_phi247_thr40_amp40_seed0.csv
lhs0234_n1152_phi247,1.152,24.66,0.40,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0234_n1152_phi247_thr40_amp70_seed0.csv
lhs0234_n1152_phi247,1.152,24.66,0.60,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0234_n1152_phi247_thr60_amp40_seed0.csv
lhs0234_n1152_phi247,1.152,24.66,0.60,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0234_n1152_phi247_thr60_amp70_seed0.csv
lhs0235_n1155_phi372,1.155,37.22,0.40,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0235_n1155_phi372_thr40_amp40_seed0.csv
lhs0235_n1155_phi372,1.155,37.22,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0235_n1155_phi372_thr40_amp70_seed0.csv
lhs0235_n1155_phi372,1.155,37.22,0.60,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0235_n1155_phi372_thr60_amp40_seed0.csv
lhs0235_n1155_phi372,1.155,37.22,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0235_n1155_phi372_thr60_amp70_seed0.csv
lhs0236_n1160_phi164,1.160,16.37,0.40,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0236_n1160_phi164_thr40_amp40_seed0.csv
lhs0236_n1160_phi164,1.160,16.37,0.40,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0236_n1160_phi164_thr40_amp70_seed0.csv
lhs0236_n1160_phi164,1.160,16.37,0.60,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0236_n1160_phi164_thr60_amp40_seed0.csv
lhs0236_n1160_phi164,1.160,16.37,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0236_n1160_phi164_thr60_amp70_seed0.csv
lhs0237_n1162_phi216,1.162,21.62,0.40,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0237_n1162_phi216_thr40_amp40_seed0.csv
lhs0237_n1162_phi216,1.162,21.62,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0237_n1162_phi216_thr40_amp70_seed0.csv
lhs0237_n1162_phi216,1.162,21.62,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0237_n1162_phi216_thr60_amp40_seed0.csv
lhs0237_n1162_phi216,1.162,21.62,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0237_n1162_phi216_thr60_amp70_seed0.csv
lhs0238_n1166_phi309,1.166,30.95,0.40,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0238_n1166_phi309_thr40_amp40_seed0.csv
lhs0238_n1166_phi309,1.166,30.95,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0238_n1166_phi309_thr40_amp70_seed0.csv
lhs0238_n1166_phi309,1.166,30.95,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0238_n1166_phi309_thr60_amp40_seed0.csv
lhs0238_n1166_phi309,1.166,30.95,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0238_n1166_phi309_thr60_amp70_seed0.csv
lhs0239_n1170_phi320,1.170,31.98,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0239_n1170_phi320_thr40_amp40_seed0.csv
lhs0239_n1170_phi320,1.170,31.98,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0239_n1170_phi320_thr40_amp70_seed0.csv
lhs0239_n1170_phi320,1.170,31.98,0.60,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0239_n1170_phi320_thr60_amp40_seed0.csv
lhs0239_n1170_phi320,1.170,31.98,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0239_n1170_phi320_thr60_amp70_seed0.csv
lhs0240_n1171_phi295,1.171,29.54,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0240_n1171_phi295_thr40_amp40_seed0.csv
lhs0240_n1171_phi295,1.171,29.54,0.40,0.70,0,0,17.5,data/terrain_traces_lhs/lhs0240_n1171_phi295_thr40_amp70_seed0.csv
lhs0240_n1171_phi295,1.171,29.54,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0240_n1171_phi295_thr60_amp40_seed0.csv
lhs0240_n1171_phi295,1.171,29.54,0.60,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0240_n1171_phi295_thr60_amp70_seed0.csv
lhs0241_n1174_phi355,1.174,35.50,0.40,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0241_n1174_phi355_thr40_amp40_seed0.csv
lhs0241_n1174_phi355,1.174,35.50,0.60,0.40,0,0,17.5,data/terrain_traces_lhs/lhs0241_n1174_phi355_thr60_amp40_seed0.csv
lhs0241_n1174_phi355,1.174,35.50,0.40,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0241_n1174_phi355_thr40_amp70_seed0.csv
lhs0241_n1174_phi355,1.174,35.50,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0241_n1174_phi355_thr60_amp70_seed0.csv
lhs0242_n1177_phi288,1.177,28.85,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0242_n1177_phi288_thr40_amp40_seed0.csv
lhs0242_n1177_phi288,1.177,28.85,0.40,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0242_n1177_phi288_thr40_amp70_seed0.csv
lhs0242_n1177_phi288,1.177,28.85,0.60,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0242_n1177_phi288_thr60_amp40_seed0.csv
lhs0242_n1177_phi288,1.177,28.85,0.60,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0242_n1177_phi288_thr60_amp70_seed0.csv
lhs0243_n1181_phi273,1.181,27.28,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0243_n1181_phi273_thr40_amp40_seed0.csv
lhs0243_n1181_phi273,1.181,27.28,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0243_n1181_phi273_thr40_amp70_seed0.csv
lhs0243_n1181_phi273,1.181,27.28,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0243_n1181_phi273_thr60_amp40_seed0.csv
lhs0243_n1181_phi273,1.181,27.28,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0243_n1181_phi273_thr60_amp70_seed0.csv
lhs0244_n1182_phi326,1.182,32.56,0.40,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0244_n1182_phi326_thr40_amp40_seed0.csv
lhs0244_n1182_phi326,1.182,32.56,0.40,0.70,0,1,24.6,data/terrain_traces_lhs/lhs0244_n1182_phi326_thr40_amp70_seed0.csv
lhs0244_n1182_phi326,1.182,32.56,0.60,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0244_n1182_phi326_thr60_amp40_seed0.csv
lhs0244_n1182_phi326,1.182,32.56,0.60,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0244_n1182_phi326_thr60_amp70_seed0.csv
lhs0245_n1186_phi236,1.186,23.60,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0245_n1186_phi236_thr40_amp40_seed0.csv
lhs0245_n1186_phi236,1.186,23.60,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0245_n1186_phi236_thr40_amp70_seed0.csv
lhs0245_n1186_phi236,1.186,23.60,0.60,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0245_n1186_phi236_thr60_amp40_seed0.csv
lhs0245_n1186_phi236,1.186,23.60,0.60,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0245_n1186_phi236_thr60_amp70_seed0.csv
lhs0246_n1188_phi248,1.188,24.77,0.40,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0246_n1188_phi248_thr40_amp40_seed0.csv
lhs0246_n1188_phi248,1.188,24.77,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0246_n1188_phi248_thr40_amp70_seed0.csv
lhs0246_n1188_phi248,1.188,24.77,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0246_n1188_phi248_thr60_amp40_seed0.csv
lhs0246_n1188_phi248,1.188,24.77,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0246_n1188_phi248_thr60_amp70_seed0.csv
lhs0247_n1193_phi195,1.193,19.52,0.40,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0247_n1193_phi195_thr40_amp40_seed0.csv
lhs0247_n1193_phi195,1.193,19.52,0.40,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0247_n1193_phi195_thr40_amp70_seed0.csv
lhs0247_n1193_phi195,1.193,19.52,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0247_n1193_phi195_thr60_amp40_seed0.csv
lhs0247_n1193_phi195,1.193,19.52,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0247_n1193_phi195_thr60_amp70_seed0.csv
lhs0248_n1196_phi157,1.196,15.73,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0248_n1196_phi157_thr40_amp40_seed0.csv
lhs0248_n1196_phi157,1.196,15.73,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0248_n1196_phi157_thr40_amp70_seed0.csv
lhs0248_n1196_phi157,1.196,15.73,0.60,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0248_n1196_phi157_thr60_amp40_seed0.csv
lhs0248_n1196_phi157,1.196,15.73,0.60,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0248_n1196_phi157_thr60_amp70_seed0.csv
lhs0249_n1198_phi316,1.198,31.61,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0249_n1198_phi316_thr40_amp40_seed0.csv
lhs0249_n1198_phi316,1.198,31.61,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0249_n1198_phi316_thr40_amp70_seed0.csv
lhs0249_n1198_phi316,1.198,31.61,0.60,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0249_n1198_phi316_thr60_amp40_seed0.csv
lhs0249_n1198_phi316,1.198,31.61,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0249_n1198_phi316_thr60_amp70_seed0.csv
